rosbagTimestamp,position,x,y,z,orientation,x,y,z,w
1183392000000,,9.25049227283,0.00133884184095,0.0,,0.0,0.0,-0.00499787353053,0.0
1183442000000,,9.25815146469,0.00130058179269,0.0,,0.0,0.0,-0.00500638211893,0.0
1183494000000,,9.27520551227,0.00121518409065,0.0,,0.0,0.0,-0.00502432544361,0.0
1183545000000,,9.28460126487,0.00116800407497,0.0,,0.0,0.0,-0.0050330623421,0.0
1183596000000,,9.29449305321,0.00111823910931,0.0,,0.0,0.0,-0.00504358954421,0.0
1183645000000,,9.31255061237,0.00102713884845,0.0,,0.0,0.0,-0.00506080791647,0.0
1183697000000,,9.32170601405,0.000980845915391,0.0,,0.0,0.0,-0.00506548320652,0.0
1183748000000,,9.33135848746,0.000931998986687,0.0,,0.0,0.0,-0.00507259387604,0.0
1183798000000,,9.34150594592,0.000880547321394,0.0,,0.0,0.0,-0.00508443775075,0.0
1183848000000,,9.36230165411,0.000774855263761,0.0,,0.0,0.0,-0.0050983421606,0.0
1183898000000,,9.37047319265,0.000733234122964,0.0,,0.0,0.0,-0.00510327804667,0.0
1183948000000,,9.37988403984,0.00068523520451,0.0,,0.0,0.0,-0.00510835563406,0.0
1183998000000,,9.40069606445,0.000579075865366,0.0,,0.0,0.0,-0.00511433849864,0.0
1184048000000,,9.41011307739,0.000530971461167,0.0,,0.0,0.0,-0.00511728823869,0.0
1184099000000,,9.42027481077,0.000479032449625,0.0,,0.0,0.0,-0.005119281864,0.0
1184149000000,,9.42969447747,0.000430863656492,0.0,,0.0,0.0,-0.00512096978966,0.0
1184199000000,,9.44903702447,0.000331963609619,0.0,,0.0,0.0,-0.00512132308576,0.0
1184249000000,,9.45871002702,0.00028249972962,0.0,,0.0,0.0,-0.00512069510412,0.0
1184299000000,,9.46788808682,0.000235567747255,0.0,,0.0,0.0,-0.00512132075076,0.0
1184349000000,,9.4864973557,0.000140394885524,0.0,,0.0,0.0,-0.00512237474664,0.0
1184399000000,,9.49592856273,9.21637567348e-05,0.0,,0.0,0.0,-0.00512041066131,0.0
1184449000000,,9.50635430219,3.74611870303e-05,0.0,,0.0,0.0,-0.00511715458009,0.0
1184501000000,,9.51653282697,-1.34518544709e-05,0.0,,0.0,0.0,-0.00511737461493,0.0
1184552000000,,9.53466237869,-0.000111521068594,0.0,,0.0,0.0,-0.00513211747508,0.0
1184603000000,,9.5445974987,-0.000163914330055,0.0,,0.0,0.0,-0.00513904470061,0.0
1184652000000,,9.55453322999,-0.000215009808162,0.0,,0.0,0.0,-0.00514198037685,0.0
1184703000000,,9.5744094476,-0.000317224264081,0.0,,0.0,0.0,-0.00513737218327,0.0
1184753000000,,9.58410136026,-0.000366992582073,0.0,,0.0,0.0,-0.00513219751919,0.0
1184803000000,,9.59354553968,-0.000415443413334,0.0,,0.0,0.0,-0.00512948286204,0.0
1184853000000,,9.602990674,-0.000463879377563,0.0,,0.0,0.0,-0.00512706339705,0.0
1184903000000,,9.6233765529,-0.000568232147168,0.0,,0.0,0.0,-0.00511567304646,0.0
1184950000000,,9.63357148559,-0.000620906805645,0.0,,0.0,0.0,-0.0051113757962,0.0
1185008000000,,9.64302618518,-0.000674525173366,0.0,,0.0,0.0,-0.00511273612418,0.0
1185057000000,,9.66192836199,-0.000770385251903,0.0,,0.0,0.0,-0.00509364071869,0.0
1185107000000,,9.67212801334,-0.000822241223651,0.0,,0.0,0.0,-0.00508511071821,0.0
1185157000000,,9.68307426035,-0.000877660538355,0.0,,0.0,0.0,-0.00508785943749,0.0
1185207000000,,9.69451714183,-0.000935494382912,0.0,,0.0,0.0,-0.00509605788056,0.0
1185257000000,,9.70247817171,-0.000976168066404,0.0,,0.0,0.0,-0.00509578187463,0.0
1185307000000,,9.724373894,-0.00108929641957,0.0,,0.0,0.0,-0.0050681407087,0.0
1185357000000,,9.73407869419,-0.00114362343397,0.0,,0.0,0.0,-0.00502979279001,0.0
1185407000000,,9.74427896383,-0.00120106306952,0.0,,0.0,0.0,-0.00499852404301,0.0
1185458000000,,9.76294490214,-0.00130278887854,0.0,,0.0,0.0,-0.00492582880661,0.0
1185508000000,,9.77364872956,-0.00136435069835,0.0,,0.0,0.0,-0.0048837841095,0.0
1185559000000,,9.78310855248,-0.00141635658337,0.0,,0.0,0.0,-0.00484112828065,0.0
1185609000000,,9.79206954721,-0.00146641352719,0.0,,0.0,0.0,-0.00480072236874,0.0
1185660000000,,9.80876106727,-0.0015585664878,0.0,,0.0,0.0,-0.00472121144173,0.0
1185710000000,,9.81722970259,-0.00159912259894,0.0,,0.0,0.0,-0.00471553826033,0.0
1185760000000,,9.83715696458,-0.00169201912294,0.0,,0.0,0.0,-0.00469397138576,0.0
1185811000000,,9.84762040514,-0.00174051699591,0.0,,0.0,0.0,-0.00468021933794,0.0
1185862000000,,9.85658948636,-0.00178195455868,0.0,,0.0,0.0,-0.00466773571156,0.0
1185912000000,,9.8742800226,-0.00186346012134,0.0,,0.0,0.0,-0.00464396556119,0.0
1185962000000,,9.88474544748,-0.00191133764168,0.0,,0.0,0.0,-0.00462771838217,0.0
1186012000000,,9.8949623142,-0.00195766666963,0.0,,0.0,0.0,-0.00460992688232,0.0
1186062000000,,9.90418341156,-0.00199961102897,0.0,,0.0,0.0,-0.00459479382767,0.0
1186113000000,,9.92337188965,-0.00208629699311,0.0,,0.0,0.0,-0.00457060849685,0.0
1186163000000,,9.93308946611,-0.00213046247464,0.0,,0.0,0.0,-0.00456325686245,0.0
1186213000000,,9.94330294215,-0.00217663301608,0.0,,0.0,0.0,-0.00455920677511,0.0
1186263000000,,9.96347567989,-0.00226828955141,0.0,,0.0,0.0,-0.00454925291366,0.0
1186312000000,,9.97318566713,-0.00231219209065,0.0,,0.0,0.0,-0.00454751677286,0.0
1186363000000,,9.98264549967,-0.00235506185742,0.0,,0.0,0.0,-0.00454446921443,0.0
1186413000000,,9.99210300891,-0.00239792679594,0.0,,0.0,0.0,-0.00454355376377,0.0
1186464000000,,10.012999344,-0.00249311460585,0.0,,0.0,0.0,-0.00454760840559,0.0
1186514000000,,10.0236923009,-0.00254199554288,0.0,,0.0,0.0,-0.00454867130191,0.0
1186564000000,,10.0313947983,-0.00257995578994,0.0,,0.0,0.0,-0.00454793605679,0.0
1186614000000,,10.0497912727,-0.00267092336671,0.0,,0.0,0.0,-0.00450177482438,0.0
1186665000000,,10.0587327767,-0.002712269439,0.0,,0.0,0.0,-0.00448476375247,0.0
1186715000000,,10.0684132404,-0.00275622825209,0.0,,0.0,0.0,-0.00447567481905,0.0
1186767000000,,10.0867790964,-0.00284322497458,0.0,,0.0,0.0,-0.00446952526843,0.0
1186818000000,,10.0964487363,-0.00288632488907,0.0,,0.0,0.0,-0.00447768552198,0.0
1186868000000,,10.1063622174,-0.00293070328915,0.0,,0.0,0.0,-0.0044804793133,0.0
1186918000000,,10.126176374,-0.00301953158483,0.0,,0.0,0.0,-0.00449281933409,0.0
1186968000000,,10.1358243418,-0.00306296540224,0.0,,0.0,0.0,-0.00450570467311,0.0
1187018000000,,10.1434895409,-0.00309783888095,0.0,,0.0,0.0,-0.00451406369935,0.0
1187068000000,,10.1536230066,-0.00314398277892,0.0,,0.0,0.0,-0.0045123908793,0.0
1187119000000,,10.1738724203,-0.0032351155414,0.0,,0.0,0.0,-0.00453424551519,0.0
1187170000000,,10.1832435711,-0.00327898367478,0.0,,0.0,0.0,-0.00458256999175,0.0
1187220000000,,10.1923651969,-0.00332252978776,0.0,,0.0,0.0,-0.0045755583941,0.0
1187275000000,,10.2115832757,-0.00341251065506,0.0,,0.0,0.0,-0.00456894616181,0.0
1187325000000,,10.2216748718,-0.00345895033754,0.0,,0.0,0.0,-0.00458169500211,0.0
